"","LatBand","Year","SampleID","Species","Abundance"
"24270",58.5,1991,"58.43_-6.05","Trisopterus esmarkii",6162
"24271",59,1991,"58.5277_-8.0002","Trisopterus esmarkii",1
"24272",59,1991,"58.5433_-5.8833","Trisopterus esmarkii",6815
"24273",59,1991,"58.6667_-4.35","Trisopterus esmarkii",1851
"24274",59,1991,"58.6833_-7.2","Trisopterus esmarkii",10680
"24275",59,1991,"58.7833_-5.0833","Trisopterus esmarkii",1793
"24276",59,1991,"58.8167_-6.2667","Trisopterus esmarkii",1478
"24277",59,1991,"58.8333_-6.272","Trisopterus esmarkii",2264
"24278",59.5,1991,"59.1667_-5.9833","Trisopterus esmarkii",104
"24279",59.5,1991,"59.1683_-5.9852","Trisopterus esmarkii",81
"24280",59.5,1991,"59.2_-6.25","Trisopterus esmarkii",8
"24281",59.5,1991,"59.2167_-4.25","Trisopterus esmarkii",1591
"24282",60,1991,"59.7888_-4.512","Trisopterus esmarkii",127
"24283",55.5,1992,"55.2167_-5.2","Trisopterus esmarkii",53
"24284",55.5,1992,"55.35_-8.4","Trisopterus esmarkii",3300
"24285",55.5,1992,"55.4333_-4.8833","Trisopterus esmarkii",22
"24286",55.5,1992,"55.45_-7.4833","Trisopterus esmarkii",6
"24287",55.5,1992,"55.4833_-9.2833","Trisopterus esmarkii",3
"24288",56,1992,"55.8167_-7.8","Trisopterus esmarkii",356
"24289",56,1992,"55.8333_-8.3667","Trisopterus esmarkii",14879
"24290",56,1992,"55.85_-9.0167","Trisopterus esmarkii",1
"24291",56,1992,"55.9333_-6.6833","Trisopterus esmarkii",64
"24292",56.5,1992,"56.2167_-9.15","Trisopterus esmarkii",12
"24293",56.5,1992,"56.25_-8.3833","Trisopterus esmarkii",8610
"24294",56.5,1992,"56.45_-6.7","Trisopterus esmarkii",194
"24295",57,1992,"56.5167_-7.5167","Trisopterus esmarkii",9120
"24296",57,1992,"56.5667_-8.2167","Trisopterus esmarkii",253
"24297",57,1992,"56.8833_-7.2167","Trisopterus esmarkii",1868
"24298",57,1992,"56.95_-7.0667","Trisopterus esmarkii",9906
"24299",57.5,1992,"57.1167_-7.0333","Trisopterus esmarkii",2768
"24300",57.5,1992,"57.25_-8.4667","Trisopterus esmarkii",11639
"24301",58,1992,"57.5833_-8.5167","Trisopterus esmarkii",1917
"24302",58,1992,"57.65_-9.1","Trisopterus esmarkii",6180
"24303",58,1992,"57.7333_-5.9167","Trisopterus esmarkii",2755
"24304",58,1992,"57.9333_-6.2525","Trisopterus esmarkii",3560
"24305",58,1992,"57.9833_-5.814","Trisopterus esmarkii",940
"24306",58.5,1992,"58.0667_-5.7","Trisopterus esmarkii",5093
"24307",58.5,1992,"58.2667_-8.5","Trisopterus esmarkii",93
"24308",58.5,1992,"58.2833_-5.9333","Trisopterus esmarkii",5840
"24309",58.5,1992,"58.35_-5.9833","Trisopterus esmarkii",1148
"24310",58.5,1992,"58.35_-5.95","Trisopterus esmarkii",5814
"24311",58.5,1992,"58.3833_-5.7167","Trisopterus esmarkii",2711
"24312",58.5,1992,"58.4333_-6.0333","Trisopterus esmarkii",4476
"24313",59,1992,"58.5833_-5.6333","Trisopterus esmarkii",1390
"24314",59,1992,"58.7132_-4.4333","Trisopterus esmarkii",663
"24315",59,1992,"58.7667_-6.1667","Trisopterus esmarkii",19031
"24316",59.5,1992,"59.35_-5.1833","Trisopterus esmarkii",11841
"24317",55.5,1993,"55.2833_-5.1667","Trisopterus esmarkii",44
"24318",55.5,1993,"55.3833_-8.4333","Trisopterus esmarkii",2
"24319",55.5,1993,"55.45_-4.8","Trisopterus esmarkii",100
"24320",56,1993,"55.8167_-7.6667","Trisopterus esmarkii",2
"24321",56,1993,"55.9333_-6.6833","Trisopterus esmarkii",39
"24322",56.5,1993,"56.25_-8.3833","Trisopterus esmarkii",14955
"24323",56.5,1993,"56.45_-7.45","Trisopterus esmarkii",5755
"24324",56.5,1993,"56.45_-6.6833","Trisopterus esmarkii",651
"24325",57,1993,"56.6_-8.4","Trisopterus esmarkii",1822
"24326",57,1993,"56.6167_-7.35","Trisopterus esmarkii",1008
"24327",57,1993,"56.8_-6.8333","Trisopterus esmarkii",2933
"24328",57.5,1993,"57.15_-6.9833","Trisopterus esmarkii",391
"24329",57.5,1993,"57.25_-8.4667","Trisopterus esmarkii",4334
"24330",58,1993,"57.5667_-8.5167","Trisopterus esmarkii",3384
"24331",58,1993,"57.6833_-9.0833","Trisopterus esmarkii",46
"24332",58,1993,"57.7667_-5.9833","Trisopterus esmarkii",2232
"24333",58,1993,"57.9667_-6.2333","Trisopterus esmarkii",21560
"24334",58,1993,"57.9667_-6.2167","Trisopterus esmarkii",1348
"24335",58.5,1993,"58.0167_-9.05","Trisopterus esmarkii",244
"24336",58.5,1993,"58.05_-5.7333","Trisopterus esmarkii",4978
"24337",58.5,1993,"58.2667_-8.5167","Trisopterus esmarkii",10606
"24338",58.5,1993,"58.2667_-7.35","Trisopterus esmarkii",11
"24339",58.5,1993,"58.2833_-6","Trisopterus esmarkii",1711
"24340",58.5,1993,"58.3667_-5.9667","Trisopterus esmarkii",3255
"24341",58.5,1993,"58.3833_-5.9833","Trisopterus esmarkii",4246
"24342",58.5,1993,"58.3833_-5.7","Trisopterus esmarkii",2722
"24343",58.5,1993,"58.4167_-6.0167","Trisopterus esmarkii",1756
"24344",58.5,1993,"58.5_-8.1","Trisopterus esmarkii",904
"24345",59,1993,"58.5833_-5.6333","Trisopterus esmarkii",9726
"24346",59,1993,"58.6333_-7.25","Trisopterus esmarkii",60
"24347",59,1993,"58.7_-4.4333","Trisopterus esmarkii",68
"24348",59,1993,"58.7667_-6.15","Trisopterus esmarkii",13328
"24349",59.5,1993,"59.25_-4.2833","Trisopterus esmarkii",1796
"24350",55.5,1994,"55.2833_-5.1667","Trisopterus esmarkii",398
"24351",55.5,1994,"55.3833_-8.4","Trisopterus esmarkii",189
"24352",55.5,1994,"55.45_-7.4667","Trisopterus esmarkii",217
"24353",55.5,1994,"55.45_-4.7833","Trisopterus esmarkii",60
"24354",56,1994,"55.8333_-8.3667","Trisopterus esmarkii",67438
"24355",56,1994,"55.8333_-7.7667","Trisopterus esmarkii",30534
"24356",56.5,1994,"56.2333_-8.35","Trisopterus esmarkii",4009
"24357",56.5,1994,"56.3667_-6.8167","Trisopterus esmarkii",49
"24358",56.5,1994,"56.4982_-7.5213","Trisopterus esmarkii",1395
"24359",57,1994,"56.6_-7.3667","Trisopterus esmarkii",2447
"24360",57,1994,"56.7833_-6.8667","Trisopterus esmarkii",895
"24361",57.5,1994,"57.15_-6.9833","Trisopterus esmarkii",681
"24362",57.5,1994,"57.2333_-8.4667","Trisopterus esmarkii",1436
"24363",58,1994,"57.5833_-8.5167","Trisopterus esmarkii",374
"24364",58,1994,"57.6272_-9.1147","Trisopterus esmarkii",17394
"24365",58,1994,"57.7833_-5.95","Trisopterus esmarkii",160
"24366",58,1994,"57.9833_-6.2333","Trisopterus esmarkii",4650
"24367",58,1994,"58_-9.0667","Trisopterus esmarkii",1
"24368",58,1994,"58_-8.8667","Trisopterus esmarkii",2775
"24369",58.5,1994,"58.05_-5.7333","Trisopterus esmarkii",1280
"24370",58.5,1994,"58.0667_-5.7167","Trisopterus esmarkii",5161
"24371",58.5,1994,"58.2167_-7.3167","Trisopterus esmarkii",22
"24372",58.5,1994,"58.2667_-6","Trisopterus esmarkii",4021
"24373",58.5,1994,"58.3333_-5.9667","Trisopterus esmarkii",5329
"24374",58.5,1994,"58.3667_-5.9667","Trisopterus esmarkii",3946
"24375",58.5,1994,"58.3667_-5.7667","Trisopterus esmarkii",1021
"24376",58.5,1994,"58.4_-5.6","Trisopterus esmarkii",3550
"24377",58.5,1994,"58.4167_-6.0167","Trisopterus esmarkii",2091
"24378",59,1994,"58.6167_-7.3","Trisopterus esmarkii",813
"24379",59,1994,"58.6167_-5.6","Trisopterus esmarkii",354
"24380",59,1994,"58.7_-4.4","Trisopterus esmarkii",1101
"24381",59,1994,"58.7_-4.3167","Trisopterus esmarkii",191
"24382",59,1994,"58.8167_-6.2833","Trisopterus esmarkii",15966
"24383",59.5,1994,"59.25_-4.3","Trisopterus esmarkii",3756
"24384",59.5,1994,"59.3333_-6.3667","Trisopterus esmarkii",30959
"24385",59.5,1994,"59.35_-5.1833","Trisopterus esmarkii",12852
"24386",55.5,1995,"55.2333_-5.1833","Trisopterus esmarkii",123
"24387",55.5,1995,"55.4167_-4.8667","Trisopterus esmarkii",67
"24388",56,1995,"55.8333_-8.3667","Trisopterus esmarkii",794
"24389",56,1995,"55.85_-7.7833","Trisopterus esmarkii",196
"24390",56,1995,"55.9667_-6.6333","Trisopterus esmarkii",10
"24391",56.5,1995,"56.2333_-8.3833","Trisopterus esmarkii",305
"24392",56.5,1995,"56.3667_-6.8167","Trisopterus esmarkii",173
"24393",56.5,1995,"56.4833_-7.5167","Trisopterus esmarkii",8444
"24394",57,1995,"56.6167_-8.4","Trisopterus esmarkii",23639
"24395",57,1995,"56.6167_-7.35","Trisopterus esmarkii",5904
"24396",57,1995,"56.7833_-6.8667","Trisopterus esmarkii",2314
"24397",57.5,1995,"57.1667_-6.9667","Trisopterus esmarkii",728
"24398",57.5,1995,"57.2333_-8.4667","Trisopterus esmarkii",19
"24399",58,1995,"57.5833_-8.5","Trisopterus esmarkii",2636
"24400",58,1995,"57.6167_-9.1","Trisopterus esmarkii",20
"24401",58.5,1995,"58.0167_-9.0667","Trisopterus esmarkii",8
"24402",58.5,1995,"58.05_-8.8167","Trisopterus esmarkii",63
"24403",58.5,1995,"58.2833_-6","Trisopterus esmarkii",665
"24404",58.5,1995,"58.3667_-5.9333","Trisopterus esmarkii",2750
"24405",58.5,1995,"58.3833_-5.6","Trisopterus esmarkii",388
"24406",59,1995,"58.7_-4.45","Trisopterus esmarkii",1126
"24407",55.5,1996,"55.3_-5.1667","Trisopterus esmarkii",253
"24408",55.5,1996,"55.3667_-8.45","Trisopterus esmarkii",3526
"24409",55.5,1996,"55.4333_-9.1833","Trisopterus esmarkii",756
"24410",55.5,1996,"55.45_-7.4833","Trisopterus esmarkii",133
"24411",55.5,1996,"55.45_-4.8","Trisopterus esmarkii",334
"24412",56,1996,"55.7833_-9.0167","Trisopterus esmarkii",21
"24413",56,1996,"55.8333_-8.3667","Trisopterus esmarkii",4060
"24414",56,1996,"55.8333_-7.7667","Trisopterus esmarkii",19830
"24415",56,1996,"55.9167_-6.6833","Trisopterus esmarkii",50
"24416",56.5,1996,"56.1833_-7.3333","Trisopterus esmarkii",332
"24417",56.5,1996,"56.3667_-8.5167","Trisopterus esmarkii",11272
"24418",56.5,1996,"56.3667_-6.8167","Trisopterus esmarkii",209
"24419",57,1996,"56.5833_-7.4667","Trisopterus esmarkii",911
"24420",57,1996,"56.6_-8.4167","Trisopterus esmarkii",2066
"24421",57,1996,"56.75_-9.0167","Trisopterus esmarkii",4
"24422",57,1996,"56.8_-6.8333","Trisopterus esmarkii",3116
"24423",57.5,1996,"57.0833_-7.0333","Trisopterus esmarkii",653
"24424",57.5,1996,"57.2333_-8.45","Trisopterus esmarkii",4017
"24425",58,1996,"57.6333_-8.5167","Trisopterus esmarkii",854
"24426",58,1996,"57.7333_-9.0833","Trisopterus esmarkii",2771
"24427",58,1996,"57.7333_-5.9667","Trisopterus esmarkii",557
"24428",58,1996,"57.9667_-6.2333","Trisopterus esmarkii",12714
"24429",58,1996,"58_-5.7833","Trisopterus esmarkii",2850
"24430",58.5,1996,"58.0333_-8.8666","Trisopterus esmarkii",5396
"24431",58.5,1996,"58.2667_-7.3667","Trisopterus esmarkii",35
"24432",58.5,1996,"58.3333_-5.9833","Trisopterus esmarkii",3841
"24433",58.5,1996,"58.35_-5.9833","Trisopterus esmarkii",3506
"24434",58.5,1996,"58.3833_-5.6167","Trisopterus esmarkii",6181
"24435",58.5,1996,"58.4167_-6.0167","Trisopterus esmarkii",4686
"24436",59,1996,"58.6167_-5.6","Trisopterus esmarkii",2424
"24437",59,1996,"58.7_-7.1833","Trisopterus esmarkii",4099
"24438",59,1996,"58.7_-4.35","Trisopterus esmarkii",2
"24439",59,1996,"58.8333_-6.7833","Trisopterus esmarkii",8586
"24440",59,1996,"59_-6.8833","Trisopterus esmarkii",57
"24441",59.5,1996,"59.2167_-4.15","Trisopterus esmarkii",2794
"24442",59.5,1996,"59.35_-5.2","Trisopterus esmarkii",216
"24454",55.5,1997,"55.3_-5.1667","Trisopterus esmarkii",320
"24455",55.5,1997,"55.3667_-8.45","Trisopterus esmarkii",48
"24456",55.5,1997,"55.4333_-9.1833","Trisopterus esmarkii",2
"24457",55.5,1997,"55.45_-7.5","Trisopterus esmarkii",20
"24458",55.5,1997,"55.45_-4.7833","Trisopterus esmarkii",208
"24459",56,1997,"55.8333_-8.3667","Trisopterus esmarkii",72156
"24460",56,1997,"55.8333_-7.75","Trisopterus esmarkii",30088
"24461",56,1997,"55.9167_-6.7","Trisopterus esmarkii",388
"24462",56.5,1997,"56.15_-9.1","Trisopterus esmarkii",64
"24463",56.5,1997,"56.2167_-7.2167","Trisopterus esmarkii",2997
"24464",56.5,1997,"56.35_-8.5","Trisopterus esmarkii",149
"24465",56.5,1997,"56.4333_-6.7","Trisopterus esmarkii",493
"24466",57,1997,"56.5833_-7.4333","Trisopterus esmarkii",452
"24467",57,1997,"56.6_-8.4167","Trisopterus esmarkii",137
"24468",57,1997,"56.7667_-6.9167","Trisopterus esmarkii",787
"24469",57.5,1997,"57.1167_-7.0333","Trisopterus esmarkii",1657
"24470",57.5,1997,"57.2333_-8.4667","Trisopterus esmarkii",9797
"24471",58,1997,"57.55_-8.5","Trisopterus esmarkii",1844
"24472",58,1997,"57.6167_-9.1","Trisopterus esmarkii",24
"24473",58,1997,"57.7333_-5.9667","Trisopterus esmarkii",2062
"24474",58,1997,"57.9167_-6.1833","Trisopterus esmarkii",3012
"24475",58,1997,"58_-5.7833","Trisopterus esmarkii",2350
"24476",58.5,1997,"58.0167_-8.85","Trisopterus esmarkii",10239
"24477",58.5,1997,"58.2_-7.3167","Trisopterus esmarkii",2429
"24478",58.5,1997,"58.2667_-6","Trisopterus esmarkii",1024
"24479",58.5,1997,"58.3833_-5.7167","Trisopterus esmarkii",3475
"24480",58.5,1997,"58.4167_-6.0333","Trisopterus esmarkii",1082
"24481",59,1997,"58.5667_-5.6","Trisopterus esmarkii",3032
"24482",59,1997,"58.6_-5.6","Trisopterus esmarkii",7374
"24483",59,1997,"58.65_-7.25","Trisopterus esmarkii",5844
"24484",59,1997,"58.7_-4.4333","Trisopterus esmarkii",4654
"24485",59,1997,"58.7_-4.3167","Trisopterus esmarkii",4361
"24486",59,1997,"58.8_-6.9","Trisopterus esmarkii",742
"24487",59,1997,"59_-6.8667","Trisopterus esmarkii",646
"24488",59.5,1997,"59.2333_-4.15","Trisopterus esmarkii",60170
"24489",59.5,1997,"59.3333_-5.0333","Trisopterus esmarkii",8673
"24504",55.5,1998,"55.2833_-5.1833","Trisopterus esmarkii",78
"24505",55.5,1998,"55.3167_-8.4833","Trisopterus esmarkii",544
"24506",55.5,1998,"55.45_-4.8","Trisopterus esmarkii",36
"24507",56,1998,"55.8167_-8.2333","Trisopterus esmarkii",1098
"24508",56,1998,"55.8167_-7.65","Trisopterus esmarkii",6056
"24509",56,1998,"55.9667_-6.6333","Trisopterus esmarkii",217
"24510",56.5,1998,"56.3167_-8.4333","Trisopterus esmarkii",1
"24511",56.5,1998,"56.3667_-6.8","Trisopterus esmarkii",103
"24512",56.5,1998,"56.45_-7.45","Trisopterus esmarkii",12721
"24513",57,1998,"56.6_-8.4167","Trisopterus esmarkii",169
"24514",57,1998,"56.6_-7.3667","Trisopterus esmarkii",1987
"24515",57,1998,"56.7833_-6.9","Trisopterus esmarkii",2041
"24516",57.5,1998,"57.1667_-6.9833","Trisopterus esmarkii",5599
"24517",57.5,1998,"57.2167_-8.4667","Trisopterus esmarkii",4572
"24518",58,1998,"57.55_-8.5","Trisopterus esmarkii",2736
"24519",58,1998,"57.6167_-9.0833","Trisopterus esmarkii",128
"24520",58,1998,"57.7833_-6","Trisopterus esmarkii",4630
"24521",58,1998,"57.9667_-6.2167","Trisopterus esmarkii",4469
"24522",58.5,1998,"58.0167_-8.8667","Trisopterus esmarkii",72898
"24523",58.5,1998,"58.0167_-5.7833","Trisopterus esmarkii",4294
"24524",58.5,1998,"58.2_-7.3167","Trisopterus esmarkii",2223
"24525",58.5,1998,"58.35_-5.9833","Trisopterus esmarkii",8274
"24526",58.5,1998,"58.3667_-5.7333","Trisopterus esmarkii",10660
"24527",58.5,1998,"58.4167_-6.0167","Trisopterus esmarkii",16817
"24528",59,1998,"58.6_-5.6","Trisopterus esmarkii",3387
"24529",59,1998,"58.6167_-7.3333","Trisopterus esmarkii",25787
"24530",59,1998,"58.7_-4.3167","Trisopterus esmarkii",3907
"24531",59,1998,"58.7833_-6.15","Trisopterus esmarkii",4055
"24532",59,1998,"59_-6.85","Trisopterus esmarkii",38838
"24533",59.5,1998,"59.2167_-4.1667","Trisopterus esmarkii",32166
"24534",59.5,1998,"59.3333_-5.2167","Trisopterus esmarkii",31261
"24540",55.5,1999,"55.2667_-5.1833","Trisopterus esmarkii",4
"24541",55.5,1999,"55.3_-8.4833","Trisopterus esmarkii",3640
"24542",55.5,1999,"55.4167_-4.8667","Trisopterus esmarkii",2
"24543",55.5,1999,"55.4333_-9.2","Trisopterus esmarkii",2
"24544",56,1999,"55.8167_-8.25","Trisopterus esmarkii",5436
"24545",56,1999,"55.8167_-7.7","Trisopterus esmarkii",7090
"24546",56.5,1999,"56.3167_-8.4333","Trisopterus esmarkii",130
"24547",56.5,1999,"56.4167_-6.7333","Trisopterus esmarkii",240
"24548",56.5,1999,"56.4833_-7.4833","Trisopterus esmarkii",120
"24549",57,1999,"56.6_-8.4833","Trisopterus esmarkii",304
"24550",57,1999,"56.6167_-7.35","Trisopterus esmarkii",1942
"24551",57,1999,"56.7833_-6.9167","Trisopterus esmarkii",1896
"24552",57.5,1999,"57.15_-6.9833","Trisopterus esmarkii",272
"24553",57.5,1999,"57.2333_-8.4667","Trisopterus esmarkii",3742
"24554",58,1999,"57.5667_-8.5","Trisopterus esmarkii",356
"24555",58,1999,"57.6167_-9.1","Trisopterus esmarkii",24108
"24556",58,1999,"57.7667_-6","Trisopterus esmarkii",1654
"24557",58,1999,"57.95_-6.2","Trisopterus esmarkii",2946
"24558",58,1999,"57.9667_-6.2167","Trisopterus esmarkii",5256
"24559",58.5,1999,"58.0167_-5.7667","Trisopterus esmarkii",68
"24560",58.5,1999,"58.05_-9.0167","Trisopterus esmarkii",20
"24561",58.5,1999,"58.05_-5.75","Trisopterus esmarkii",3506
"24562",58.5,1999,"58.3_-5.9833","Trisopterus esmarkii",3536
"24563",58.5,1999,"58.3333_-5.9833","Trisopterus esmarkii",2748
"24564",58.5,1999,"58.3833_-5.9833","Trisopterus esmarkii",5312
"24565",58.5,1999,"58.3833_-5.7","Trisopterus esmarkii",1534
"24566",58.5,1999,"58.3833_-5.6333","Trisopterus esmarkii",1598
"24567",58.5,1999,"58.4_-6","Trisopterus esmarkii",1496
"24568",59,1999,"58.5833_-5.6333","Trisopterus esmarkii",4688
"24569",59,1999,"58.65_-7.3","Trisopterus esmarkii",6
"24570",59,1999,"58.7_-4.35","Trisopterus esmarkii",8
"24571",59,1999,"58.8_-6.2","Trisopterus esmarkii",8180
"24572",59.5,1999,"59.05_-6.75","Trisopterus esmarkii",2128
"24573",59.5,1999,"59.2167_-4.05","Trisopterus esmarkii",35466
"24574",59.5,1999,"59.3333_-5.0833","Trisopterus esmarkii",26726
"24583",55.5,2000,"55.2667_-5.1833","Trisopterus esmarkii",52
"24584",55.5,2000,"55.3167_-8.45","Trisopterus esmarkii",166
"24585",55.5,2000,"55.45_-4.8333","Trisopterus esmarkii",66
"24586",56,2000,"55.8167_-8.2667","Trisopterus esmarkii",103773
"24587",56,2000,"55.8167_-7.7333","Trisopterus esmarkii",42982
"24588",56.5,2000,"56.3167_-8.45","Trisopterus esmarkii",264
"24589",56.5,2000,"56.4_-6.7333","Trisopterus esmarkii",1862
"24590",56.5,2000,"56.4667_-7.4667","Trisopterus esmarkii",8934
"24591",57,2000,"56.6167_-8.3833","Trisopterus esmarkii",234
"24592",57,2000,"56.6167_-7.3667","Trisopterus esmarkii",436
"24593",57,2000,"56.7833_-6.9","Trisopterus esmarkii",2302
"24594",57.5,2000,"57.1667_-7","Trisopterus esmarkii",196
"24595",57.5,2000,"57.2333_-8.45","Trisopterus esmarkii",6
"24596",58,2000,"57.5667_-8.5","Trisopterus esmarkii",852
"24597",58,2000,"57.65_-9.0833","Trisopterus esmarkii",12022
"24598",58,2000,"57.7667_-6","Trisopterus esmarkii",1114
"24599",58,2000,"57.7833_-6","Trisopterus esmarkii",894
"24600",58,2000,"57.95_-6.2167","Trisopterus esmarkii",17696
"24601",58,2000,"57.9667_-6.2167","Trisopterus esmarkii",3452
"24602",58.5,2000,"58.0167_-8.85","Trisopterus esmarkii",11918
"24603",58.5,2000,"58.0167_-5.7667","Trisopterus esmarkii",1554
"24604",58.5,2000,"58.0333_-9.0167","Trisopterus esmarkii",10
"24605",58.5,2000,"58.0333_-5.7667","Trisopterus esmarkii",2958
"24606",58.5,2000,"58.2667_-7.35","Trisopterus esmarkii",10
"24607",58.5,2000,"58.3167_-6","Trisopterus esmarkii",5294
"24608",58.5,2000,"58.3167_-5.9833","Trisopterus esmarkii",3708
"24609",58.5,2000,"58.3833_-5.6833","Trisopterus esmarkii",4944
"24610",58.5,2000,"58.4_-6","Trisopterus esmarkii",3856
"24611",58.5,2000,"58.4_-5.6333","Trisopterus esmarkii",10598
"24612",59,2000,"58.5167_-8.0167","Trisopterus esmarkii",2
"24613",59,2000,"58.5667_-5.6167","Trisopterus esmarkii",616
"24614",59,2000,"58.5833_-5.6167","Trisopterus esmarkii",886
"24615",59,2000,"58.6333_-7.2833","Trisopterus esmarkii",4130
"24616",59,2000,"58.7_-4.3333","Trisopterus esmarkii",1110
"24617",59,2000,"58.7167_-4.3333","Trisopterus esmarkii",386
"24618",59,2000,"58.8_-6.2","Trisopterus esmarkii",14172
"24619",59.5,2000,"59.0167_-6.8167","Trisopterus esmarkii",134
"24620",59.5,2000,"59.2167_-4.05","Trisopterus esmarkii",1412
"24621",59.5,2000,"59.3333_-5.1167","Trisopterus esmarkii",18
"24634",55.5,2001,"55.279_-5.1913","Trisopterus esmarkii",54
"24635",55.5,2001,"55.3392_-8.4702","Trisopterus esmarkii",678
"24636",55.5,2001,"55.4382_-4.8553","Trisopterus esmarkii",20
"24637",56,2001,"55.8238_-8.2635","Trisopterus esmarkii",2208
"24638",56,2001,"55.8252_-9.009","Trisopterus esmarkii",48776
"24639",56,2001,"55.8357_-7.77","Trisopterus esmarkii",18
"24640",56,2001,"55.9108_-6.718","Trisopterus esmarkii",206
"24641",56.5,2001,"56.1902_-9.108","Trisopterus esmarkii",20
"24642",56.5,2001,"56.3492_-8.4942","Trisopterus esmarkii",388
"24643",56.5,2001,"56.387_-6.7977","Trisopterus esmarkii",518
"24644",56.5,2001,"56.4465_-7.4522","Trisopterus esmarkii",5252
"24645",57,2001,"56.6043_-7.392","Trisopterus esmarkii",19230
"24646",57,2001,"56.6073_-8.5155","Trisopterus esmarkii",68
"24647",57,2001,"56.765_-6.936","Trisopterus esmarkii",22524
"24648",57.5,2001,"57.0973_-6.9695","Trisopterus esmarkii",980
"24649",57.5,2001,"57.2945_-8.4655","Trisopterus esmarkii",231
"24650",58,2001,"57.601_-8.502","Trisopterus esmarkii",32
"24651",58,2001,"57.6947_-9.0947","Trisopterus esmarkii",64402
"24652",58,2001,"57.728_-5.9747","Trisopterus esmarkii",404
"24653",58,2001,"57.9213_-6.1945","Trisopterus esmarkii",1288
"24654",58.5,2001,"58.0183_-5.7782","Trisopterus esmarkii",1966
"24655",58.5,2001,"58.0675_-9.0213","Trisopterus esmarkii",6
"24656",58.5,2001,"58.0717_-8.8242","Trisopterus esmarkii",2270
"24657",58.5,2001,"58.2943_-6.0087","Trisopterus esmarkii",536
"24658",58.5,2001,"58.3878_-5.6693","Trisopterus esmarkii",736
"24659",58.5,2001,"58.4107_-6.0065","Trisopterus esmarkii",742
"24660",59,2001,"58.5227_-8.0418","Trisopterus esmarkii",4
"24661",59,2001,"58.55_-5.5863","Trisopterus esmarkii",3048
"24662",59,2001,"58.6357_-7.2938","Trisopterus esmarkii",28
"24663",59,2001,"58.7858_-6.1443","Trisopterus esmarkii",1376
"24664",59.5,2001,"59.0358_-6.8007","Trisopterus esmarkii",798
"24665",59.5,2001,"59.2287_-4.0593","Trisopterus esmarkii",370
"24666",59.5,2001,"59.3435_-5.1167","Trisopterus esmarkii",6926
"24673",55.5,2002,"55.2733_-5.2107","Trisopterus esmarkii",30
"24674",55.5,2002,"55.2838_-5.1962","Trisopterus esmarkii",148
"24675",55.5,2002,"55.3527_-8.4618","Trisopterus esmarkii",50
"24676",55.5,2002,"55.4195_-4.8673","Trisopterus esmarkii",6
"24677",55.5,2002,"55.4552_-7.5003","Trisopterus esmarkii",2
"24678",56,2002,"55.8217_-8.2595","Trisopterus esmarkii",29216
"24679",56,2002,"55.8225_-7.677","Trisopterus esmarkii",920
"24680",56,2002,"55.9487_-6.6495","Trisopterus esmarkii",24
"24681",56.5,2002,"56.3298_-8.4547","Trisopterus esmarkii",52
"24682",56.5,2002,"56.3758_-6.801","Trisopterus esmarkii",776
"24683",56.5,2002,"56.4815_-7.4962","Trisopterus esmarkii",8242
"24684",57,2002,"56.6068_-8.4895","Trisopterus esmarkii",4
"24685",57,2002,"56.6233_-7.3662","Trisopterus esmarkii",2080
"24686",57,2002,"56.7627_-6.9368","Trisopterus esmarkii",3562
"24687",57.5,2002,"57.1375_-6.963","Trisopterus esmarkii",2744
"24688",57.5,2002,"57.255_-8.4722","Trisopterus esmarkii",4
"24689",58,2002,"57.581_-8.5035","Trisopterus esmarkii",60
"24690",58,2002,"57.685_-9.0833","Trisopterus esmarkii",29552
"24691",58,2002,"57.7437_-5.9797","Trisopterus esmarkii",1171
"24692",58,2002,"57.751_-5.9865","Trisopterus esmarkii",464
"24693",58,2002,"57.9638_-6.2443","Trisopterus esmarkii",1172
"24694",58.5,2002,"58.0122_-5.7797","Trisopterus esmarkii",2336
"24695",58.5,2002,"58.0135_-8.8702","Trisopterus esmarkii",1670
"24696",58.5,2002,"58.0477_-5.7477","Trisopterus esmarkii",4146
"24697",58.5,2002,"58.3185_-5.9992","Trisopterus esmarkii",950
"24698",58.5,2002,"58.395_-5.6378","Trisopterus esmarkii",1106
"24699",58.5,2002,"58.4132_-6.0163","Trisopterus esmarkii",1294
"24700",59,2002,"58.5023_-8.1368","Trisopterus esmarkii",2
"24701",59,2002,"58.5467_-5.5833","Trisopterus esmarkii",678
"24702",59,2002,"58.6663_-7.2448","Trisopterus esmarkii",16
"24703",59,2002,"58.6778_-4.1742","Trisopterus esmarkii",244
"24704",59,2002,"58.8138_-6.27","Trisopterus esmarkii",7762
"24705",59.5,2002,"59.2303_-4.078","Trisopterus esmarkii",3288
"24706",59.5,2002,"59.256_-6.4513","Trisopterus esmarkii",4
"24707",59.5,2002,"59.3442_-5.1403","Trisopterus esmarkii",2300
"24719",55.5,2003,"55.1303_-9.3645","Trisopterus esmarkii",3978
"24720",55.5,2003,"55.2725_-5.1908","Trisopterus esmarkii",158
"24721",55.5,2003,"55.3837_-8.4417","Trisopterus esmarkii",20
"24722",55.5,2003,"55.4178_-9.0345","Trisopterus esmarkii",132
"24723",55.5,2003,"55.4748_-7.606","Trisopterus esmarkii",2
"24724",56,2003,"55.8345_-8.3253","Trisopterus esmarkii",18
